id,type,rooms,bathrooms,squaremeters,floor,furnished,image,description,price,typenum,furnishednum,transport,equipped,renovated,shops,cellar,balcony,parking,shared,green,historic,university,predictions,error
137,apartment,2,1,37,0,yes,html/img/houses/137.JPG," In the sought-after district of Saint-HÃ©lier and 600 meters from the line A metro station and within a year the second line (B). Small collective from the 1950s, clean and in good condition. Come and discover this type 2 furnished apartment on the raised ground floor with an area of â€‹â€‹approximately 37.5 mÂ². It includes an entrance and its hallway, a living room with a fitted and equipped kitchen area, a separate bedroom, a bathroom.  ",659,3,1,1,1,0,1,0,0,0,0,0,0,0,667,1%
122,apartment,2,1,49,5,no,html/img/houses/122.JPG,"Close to shops and amenities, apartment on the top floor facing south with open view and comprising an entrance, a living room, a kitchen, a shower room. cellar on the landing, parking heating, collective hot & cold water.  ",725,3,0,1,0,0,1,1,0,1,0,0,0,0,713,2%
175,studio,1,1,24,3,no,html/img/houses/175.JPG,"Studio 11 rue du bois Perrin 3rd floor Entrance hall with large cupboard, main room, fitted kitchen area, cupboard, hallway, bathroom, wc, parking. Heating, cold water and hot water included in the charges ",500,2,0,0,0,0,0,0,0,1,0,0,0,0,491,2%
58,studio,1,1,28,2,no,html/img/houses/58.JPG,"In the heart of the Alphonse GuÃ©rin district on Avenue Sergent Maginot, this studio is located less than 50m from the C6 and C4 bus lines connecting the city center, Villejean and Beaulieu. Facing south with a view of the courtyard, we offer this renovated and very functional apartment comprising an entrance hall, a main room with a balcony, a kitchenette, a shower room. ",490,2,0,1,0,1,1,0,1,0,0,0,0,0,481,2%
32,apartment,3,2,76,4,no,html/img/houses/32.JPG," In a secure residence, charming Type 3 Apartment completely renovated, offering an entrance, a Fitted and Equipped kitchen (hood / hob / oven / microwave / dishwasher / Fridge / Freezer), a living room opening onto a SOUTH facing balcony, 2 bedrooms, a bathroom with lots of storage, a WC, a dressing room. In the annex, a tiled cellar and an air parking lot are at your disposal.",895,3,0,0,1,1,0,1,0,1,0,0,0,0,879,2%
181,apartment,3,1,54,1,yes,html/img/houses/181.JPG,"Apartment Type T3 furnished and equipped, located in a pleasant and well located environment comprising living room, 2 bedrooms, fitted and equipped kitchen, bathroom water, separate wc, digicode, close to the Anatole France metro and all amenities. ",789,3,1,1,1,0,1,0,0,0,0,0,0,0,805,2%
45,apartment,2,1,68,2,yes,html/img/houses/45.JPG,"Beautiful apartment type 3 Bis of 69 mÂ² comprising entrance hall, west-facing living room, fitted and equipped kitchen, office space, 2 bedrooms, shower room with wc, cellar... Parking nearby very easy.",870,3,1,0,1,0,0,1,0,1,0,0,0,0,888,2%
75,apartment,3,1,85,3,no,html/img/houses/75.JPG,"Spacious type 3 inverted duplex of 85 m2 on the 3rd floor with elevator comprising an entrance with cupboard, 2 bedrooms, one with cupboard and terrace, shower room with wc, on the upstairs very nice living room / lounge on large West facing terrace, fitted and equipped open kitchen.",994,3,0,0,1,0,0,0,1,0,0,0,0,0,972,2%
152,studio,1,1,30,6,no,html/img/houses/152.JPG,"T1 bis apartment of 30mÂ², comprising: entrance with cupboards, a living room with fitted and equipped kitchen and balcony, a sleeping area with a second balcony, view of the villa, a shower room, WC, laundry room and cellar. ",515,2,0,0,1,0,0,1,1,0,0,0,0,0,528,2%
120,studio,1,1,21,4,yes,html/img/houses/120.JPG,"Ideally located in the center of rennes and at the same time quiet, come and discover this furnished studio offering the charm of the old and the comfort of a recent renovation with 1 living room and open fitted kitchen, shower room . ",522,2,1,1,0,0,1,0,0,0,0,0,0,0,509,3%
196,apartment,2,1,50,-1,no,html/img/houses/196.JPG,"T2 bis comprising: a living room with fitted kitchen, a living room, a bedroom, a bathroom with WC, cellar and attic.",650,3,0,0,0,0,0,1,0,0,0,0,0,0,667,3%
106,studio,1,1,23,3,no,html/img/houses/106.JPG,"Located Quai de la PrÃ©valaye, in a quiet and secure condominium on the edge of the Vilaine, 23mÂ² studio on the 3rd and last floor without lift comprising a living room with kitchenette area and storage cupboard. Bathroom with bath and washing machine, separate WC.",457,2,0,1,0,0,1,0,0,0,0,0,0,0,470,3%
157,apartment,2,1,30,3,yes,html/img/houses/157.JPG,"ideally located near the train station and the city center, in a small collective, type 2 comprising an entrance, a living room with kitchen, a bedroom, a bathroom, a cellar. ",585,3,1,1,0,0,1,1,0,0,0,0,0,0,602,3%
119,apartment,3,1,53,2,no,html/img/houses/119.JPG,"Rue St-Martin, 10 min walk from the Sainte-Anne metro station, 3-room apartment comprising an entrance hall with storage, large living room and dining room opening onto a balcony, separate kitchen, bedroom, shower room, WC and collective parking. ",750,3,0,1,0,0,1,0,1,1,0,0,0,0,723,4%
192,apartment,3,1,73,3,yes,html/img/houses/192.JPG,"Furnished two-bedroom apartment, sunny, double glazing, good insulation, location: private parking, cupboards and storage, local 2 wheels, close to shops, STAR bus, metro, possibility of shared accommodation. ",950,3,1,1,0,0,1,1,0,1,0,0,0,0,915,4%
170,studio,1,1,23,0,no,html/img/houses/170.JPG,"Rue Adolphe Touffait, discover this apartment of approximately 23m2 including an entrance with cupboard, a main room with kitchen area (kitchenette equipped with a fridge and hotplates) opening onto a south-facing balcony, a bathroom with wc. ",460,2,0,1,1,0,1,0,1,0,0,0,0,0,442,4%
44,apartment,2,1,52,4,yes,html/img/houses/44.JPG,"Rennes center, rue Jules Simon, near RÃ©publique metro station apartment type two in very good condition with an area of â€‹â€‹52.25 mÂ² located on the 4th floor with elevator comprising: entrance with dressing room, kitchen, living room, bedroom, shower room with wc.",750,3,1,1,0,0,1,0,0,0,0,0,0,0,781,4%
105,apartment,3,1,55,0,no,html/img/houses/105.JPG,"It includes an entrance, a living room, a fitted and equipped kitchen (hood, plates), two bedrooms, a shower room with WC. Cellar, attic, bike room.",716,3,0,0,1,0,0,1,0,0,0,0,0,0,746,4%
64,apartment,4,1,86,5,yes,html/img/houses/64.JPG,"Located at the foot of the Colombier shops, the metro and close to the city center, discover this apartment comprising an entrance hall, a living room with balcony, an equipped and fitted kitchen with balcony and rear kitchen, three bedrooms, a closet, a bathroom and separate toilets. You also benefit from a cellar in the basement. ",930,3,1,1,1,0,1,1,1,0,0,0,1,0,969,4%
86,apartment,3,1,70,2,yes,html/img/houses/86.JPG,"Apartment located on the 2nd floor of a 1998 building, comprising an entrance hall, a living room opening onto a south-west facing terrace, a fitted and equipped kitchen, a utility room, 2 bedrooms, one with a closet, a bathroom and a separate WC. Individual heating (recent radiators), PVC double glazing, bicycle storage and fiber optics. Cellar and private parking in the secure basement. ",850,3,1,0,1,0,0,1,1,1,0,0,0,0,890,5%
200,studio,1,1,20,3,no,html/img/houses/200.JPG,"Studio, close to shops, amenities, STAR bus, living room, location: air parking.",480,2,0,1,0,0,1,0,0,1,0,0,0,0,457,5%
49,apartment,4,1,74,4,no,html/img/houses/49.JPG,"Apartment located on the 4th floor has an area of â€‹â€‹74.1m2. It is composed of an entrance, a living room, an equipped kitchen, a bathroom, separate WC, 3 bedrooms. Collective heating and collective hot and cold water.",900,3,0,0,1,0,0,0,0,0,0,0,0,0,944,5%
126,studio,1,1,20,2,yes,html/img/houses/126.JPG,"Located in a quiet area, near the University of Rennes 1 and close to public transport. we offer this studio consisting of a living room with cupboard, an equipped kitchenette and a bathroom. You also have access to the parking lot of the residence and to the laundry. ",405,2,1,1,1,0,1,0,0,1,0,0,0,1,428,6%
61,studio,1,1,36,0,yes,html/img/houses/61.JPG,"10 minutes walk from the city center, 5 min by bus from Beaulieu, spacious furnished studio with fitted and equipped kitchen, washing machine, living room with dining area, living room, sleeping area, bathroom.",565,2,1,1,1,0,1,0,0,0,0,0,0,0,598,6%
118,studio,1,1,36,0,yes,html/img/houses/118.JPG," 10 minutes walk from the city center, 5 min by bus from Beaulieu, spacious furnished studio with fitted and equipped kitchen, washing machine, living room with dining area, living room, sleeping area, bathroom.",565,2,1,1,1,0,1,0,0,0,0,0,0,0,598,6%
148,apartment,2,1,44,0,yes,html/img/houses/148.JPG,"Decorated with taste, you will be seduced by its SOUTH-facing terrace without vis-Ã -vis, its living room with high ceilings, its fitted and equipped open kitchen, its bedroom with large dressing room, its bathroom and its separate toilet. The apartment is provided with a washing machine, garden furniture and a parking space in the basement. ",690,3,1,0,1,0,0,0,0,1,0,1,0,0,731,6%
169,apartment,2,1,31,1,yes,html/img/houses/169.JPG,"Located in the heart of Rennes city center with bus, metro and shops nearby. Beautiful fully furnished duplex apartment type 2 comprising a living room with a fitted and equipped kitchen. Upstairs you will find a bright bedroom and a bathroom with wc.",675,3,1,1,1,0,1,0,0,0,0,0,0,0,634,6%
26,apartment,1,1,26,-1,no,html/img/houses/26.jpg,"This apartment of 25 mÂ² , in a building of 4 floors comprises 1 room and 1 toilet. It is provided with a living room and with a terrace. It is equipped with a living room and with a terrace.",520,3,0,0,0,0,0,0,1,0,0,0,0,0,486,7%
191,studio,1,1,26,5,yes,html/img/houses/191.JPG,"A stone's throw from Place de Bretagne, large bright studio with balcony, view of Vilaine. comprising an entrance with cupboard, a living room with fitted kitchen area, a bathroom with wc. ",500,2,1,0,0,0,0,0,1,0,0,0,0,0,533,7%
96,apartment,3,1,58,2,no,html/img/houses/96.JPG,"In recent residence, Type 3 of 58 mÂ² on the 2nd floor with lift, including a living room opening onto a terrace, a fitted fitted kitchen area, a hallway, 2 bedrooms with fitted wardrobes, shower room, wc, gas heater, 2 covered parking spaces. ",725,3,0,0,0,1,0,0,1,1,0,0,0,0,774,7%
125,apartment,2,1,68,8,no,html/img/houses/125.JPG,"Town center, near Les Halles, Spacious Type 2 of 68 m2 on the 8th floor with lift comprising an entrance hall with cupboard, a fitted/equipped kitchen (hob and oven), a south-facing living room with a south-facing balcony, a bedroom, a bathroom and a toilet. Collective heating and cold water. Very nice open view. ",820,3,0,1,1,0,1,0,1,0,0,0,0,0,879,7%
70,apartment,2,1,29,9,yes,html/img/houses/70.JPG,"The apartment is bright thanks to its large bay window, has been renovated and tastefully furnished. It is composed of a large living room/dining room open to the fully equipped kitchen and a bedroom with its bathroom. ",660,3,1,0,1,1,0,0,0,0,0,0,0,0,708,7%
20,studio,1,1,17,-1,no,html/img/houses/20.jpg,"Type 1 apartment in TBE composed of a living room with equipped kitchenette, shower room with toilet, a bed in mezzannine. Parking space.",465,2,0,0,1,0,0,0,0,1,0,0,0,0,431,7%
85,studio,1,0,12,1,yes,html/img/houses/85.JPG,"Flatshare 2 furnished rooms with balcony, shared, in a T5 apartment with 3 other flatmates. Common rooms: hallway, fitted and equipped kitchen, large bathroom with washing machine and dryer, separate wc.",380,2,1,0,1,0,0,0,1,0,1,0,0,0,352,7%
108,studio,1,1,27,1,no,html/img/houses/108.JPG,"On the 1st floor of a small condominium, studio, 27 mÂ², living room facing south, fitted and equipped kitchen area (hob, fridge), bathroom with WC. Electric heating. Private outdoor parking.",480,2,0,0,1,0,0,0,0,1,0,0,0,0,516,8%
94,studio,1,1,24,5,yes,html/img/houses/94.JPG,"In the heart of the city center. Duplex studio on the top floor in a quiet secure building. Comprising a main room with kitchen area, bedroom on the mezzanine, bathroom. ",500,2,1,1,0,0,1,0,0,0,0,0,0,0,538,8%
199,apartment,2,1,32,2,yes,html/img/houses/199.JPG,"Furnished one-bedroom apartment, comprising living room, fitted and equipped kitchen, 1 bedroom.",610,3,1,0,1,0,0,0,0,0,0,0,0,0,657,8%
81,apartment,3,1,61,2,no,html/img/houses/81.JPG,"Residence very close to the city center of Rennes (10 minutes) located in a quiet and residential area with high-end services. Close to shops, CHR transport and the St Laurent clinic. Very nice 3-room apartment of 61.26 mÂ² located on the 2nd floor with lift, west exposure. It consists of an entrance with cupboard, a fitted kitchen (worktop, storage, hob, extractor) open to a large living room giving access to a large 15.5 mÂ² balcony, two bedrooms with parquet on the ground, a bathroom (vanity unit, mirror, shower) and separate WC.",715,3,0,1,0,0,1,0,1,0,0,0,0,0,771,8%
27,apartment,2,1,37,1,no,html/img/houses/27.jpg,WEST OF RENNES 2 ROOMS OF 36 MÂ² 65 ON THE 1ST FLOOR A BEDROOM WITH BALCONY HEATING GAS GARAGE CLINICAL DISTRICT OF WISDOM .. BUS IN FRONT OF THE BUILDING,528,3,0,0,0,0,0,1,1,0,0,0,0,1,486,8%
112,apartment,2,1,68,8,no,html/img/houses/112.JPG,"Spacious Type 2 of 68 m2 on the 8th floor with lift comprising an entrance hall with cupboard, a fitted/equipped kitchen (hob and oven), a south-facing living room with a south-facing balcony, a bedroom, a bathroom and a toilet.",820,3,0,0,1,0,0,0,1,0,0,0,0,0,886,8%
99,apartment,3,1,63,3,no,html/img/houses/99.JPG,"2 steps from the metro and shops, bright entirely on parquet floor comprising entrance hall, living room, living room with balcony, fitted, separate fitted kitchen, 2 bedrooms + cupboards, bathroom. cellar. collective heating, hot water. ",715,3,0,1,0,0,1,1,1,0,0,0,0,0,773,8%
178,studio,1,0,11,1,yes,html/img/houses/178.JPG,"Rennes Villejean - rue de Picardie Fully furnished type 4 apartment of 76.1 mÂ² comprising an entrance hall, a living room with south-facing balcony, a fitted and equipped kitchen (hob, micro -waves, fridge), a shower room and a WC. In the immediate vicinity of the university, metro, bus, shops and main roads. BEDROOM 3: 10.95 mÂ²: Rent: 450 euros all charges included (Water, Electricity, Heating, Internet) ",450,2,1,1,1,0,1,0,0,0,0,0,0,1,413,8%
123,apartment,2,1,39,3,yes,html/img/houses/123.JPG,"New secure residence located in RENNES close to all amenities. Ideal students or young professionals. Large and beautiful NEW T2 of 39.35 mÂ² located on the 3rd floor with lift. It consists of a large living room opening onto an equipped kitchenette (sink, sink unit, hob, top fridge and storage units), a bedroom and a bathroom (shower, cabinet basin, mirror and WC). Heating and water included in the charges.",661,3,1,1,1,1,1,0,0,0,0,0,0,0,716,8%
31,studio,1,1,22,0,yes,html/img/houses/31.JPG,"Furnished studio, 22.69 mÂ² located in the area of â€‹â€‹La Poterie close to shops and public transport, . It includes a fully fitted and equipped kitchen, a bedroom with double bed and storage space and a bathroom equipped with a washing machine and WC.",550,2,1,1,1,0,1,0,0,0,0,0,0,0,503,9%
22,apartment,3,1,56,3,yes,html/img/houses/22.jpg,"Located on the 3rd floor, this beautiful 60.65 mÂ² flat consists of an entrance hall with cupboard, a living room open onto a fully equipped kitchen area (storage units, hob, hood) and extended by a 17.3 mÂ² terrace. You will also enjoy 2 bedrooms and a bathroom with washbasin and towel rail. Individual gas heating. A garage and a private parking space complete this property.",758,3,1,0,1,0,0,0,1,1,0,0,0,0,825,9%
89,apartment,2,1,59,1,no,html/img/houses/89.JPG,"On the 1st floor of a charming condominium, we offer a furnished one-bedroom apartment with a surface area of â€‹â€‹58m2 located at 4 bis Rue la Motte Picquet in RENNES and close to all amenities. It consists of an entrance, a fitted kitchen, a living room with fireplace, a bedroom with closet and a bathroom with WC and storage.",835,3,0,1,0,0,1,0,0,0,0,0,0,0,759,9%
133,studio,5,1,17,5,no,html/img/houses/133.JPG,"In a recent residence located a stone's throw from the station, discover this apartment on the 5th floor, not overlooked, offering an entrance hall, a living room with kitchenette and a shower room with wc. access to a shared laundry and bike storage. ",470,2,0,1,0,1,1,0,0,0,0,0,0,0,513,9%
13,studio,1,1,9,-1,yes,html/img/houses/13.jpg,"Furnished room, bright and sunny, in good condition, double glazing, good insulation, close to shops, amenities, STAR bus",285,2,1,0,0,0,0,0,0,0,1,1,0,0,258,9%
78,apartment,2,1,47,3,no,html/img/houses/78.JPG,"Very nice location, near faculty of law. - In a small condominium. Large T2 (46.57 mÂ²) on the 3rd floor (no lift), comprising: entrance with cupboard, kitchen (13.19 mÂ²) fitted and partially equipped (hob, small fridge), living room (12.09 mÂ²), bedroom (12.47 mÂ², with cupboards), shower room-WC (with space for washing machine). ",795,3,0,1,1,0,1,0,0,0,0,0,0,0,717,10%
135,apartment,3,1,75,10,no,html/img/houses/135.JPG,"Near downtown Rennes, come and discover this superb T3 overlooking the Vilaine including a large living room on a south-facing balcony, a fitted and equipped kitchen, two bedrooms with fitted wardrobes, a bathroom with bath and shower, a cellar, a covered outdoor parking space.",1085,3,0,0,1,0,0,1,0,1,0,0,0,0,976,10%
162,studio,1,0,15,2,yes,html/img/houses/162.JPG,"Furnished room with shared fitted and equipped kitchen, shared bathroom, 1 shared toilet, close to shops, STAR bus, metro, school.",360,2,1,1,1,0,1,0,0,0,1,0,0,0,399,11%
111,apartment,2,1,36,1,no,html/img/houses/111.JPG,"Recent one-bedroom apartment of 36.5 mÂ², located on the 1st floor of a luxury building. Bright living room opening onto a small balcony, separate fitted kitchen, 1 bedroom and a shower room with WC. Private parking space in the basement.",675,3,0,0,0,1,0,0,1,1,0,0,0,0,603,11%
127,apartment,2,1,36,1,no,html/img/houses/127.JPG,"Recent one-bedroom apartment of 36.5 mÂ², located on the 1st floor of a luxury building. Bright living room opening onto a small balcony, separate fitted kitchen, 1 bedroom and a shower room with WC. Private parking space in the basement.",675,3,0,0,0,1,0,0,1,1,0,0,0,0,603,11%
168,apartment,1,1,54,1,no,html/img/houses/168.JPG,"FOR RENT, Alphonse GuÃ©rin district, 3-room apartment consisting of a separate fitted kitchen, a living room with balcony, two bedrooms, a shower room and WC, an attic, a cellar. ",756,3,0,0,0,0,0,1,1,0,0,0,0,0,673,11%
193,studio,1,1,20,0,yes,html/img/houses/193.JPG,"Furnished room, comfortable with shared fitted and equipped kitchen, shared bathroom, 1 shared toilet, close to shops, amenities, STAR bus. ",399,2,1,1,1,0,1,0,0,0,1,0,0,0,353,11%
52,studio,1,1,44,2,yes,html/img/houses/52.JPG,"Furnished one-bedroom apartment, good standing, refurbished, double glazing, good insulation, balcony, location: garage, cupboards and storage, close to shops, STAR bus.",700,2,1,1,0,1,1,1,1,1,0,0,0,0,619,12%
186,studio,1,1,34,4,yes,html/img/houses/186.JPG,"Cogir Immobilier offers you this T1 Bis located on the FranÃ§ois Mitterrand mail on the top floor of a beautiful condominium. The apartment is composed of an entrance, living room with cupboard, storage room, fitted kitchen, bathroom with WC and a garage. Washing machine connection.",540,2,1,1,0,0,1,0,0,1,0,0,0,0,604,12%
83,apartment,2,1,30,3,yes,html/img/houses/83.JPG,"Close to the city center, in a quiet and secure residence, an apartment with balcony and parking space, comprising an entrance hall, a fitted kitchen, a living room with a bedroom area, a bathroom.",540,3,1,1,0,0,1,0,1,1,0,0,0,0,605,12%
92,apartment,2,1,29,9,yes,html/img/houses/92.JPG,"Very nice T2 of 29m2 on the 9th floor with elevator. The apartment is bright thanks to its large bay window, has been renovated and tastefully furnished. It is composed of a large living room/dining room open to the fully equipped kitchen and a bedroom with its bathroom. ",630,3,1,0,1,1,0,0,0,0,0,0,0,0,708,12%
134,apartment,2,1,28,4,yes,html/img/houses/134.JPG,"In the Le Grand CollÃ¨ge residence located in the heart of Rennes, close to transport and shops, come and discover this furnished duplex apartment consisting of a living room, a kitchenette area, a bedroom with trundle bed on the mezzanine and a bathroom with wc. ",550,3,1,1,0,0,1,0,0,0,0,0,0,0,618,12%
180,apartment,3,1,57,0,yes,html/img/houses/180.JPG,"Recently renovated furnished 3-room apartment with living room and balcony, open fitted kitchen, loggia, 2 bedrooms, shower room. collective heating. ",900,3,1,0,0,1,0,0,1,0,0,0,0,0,786,13%
138,apartment,3,1,60,3,yes,html/img/houses/138.JPG," In a recent residence, discover this apartment comprising an entrance hall with cupboard, a living room with a fitted kitchen and a long balcony, two bedrooms, one of which has a cupboard, a bathrooms and separate toilets. You also benefit from a cellar and two parking spaces.",727,3,1,0,0,1,0,1,1,1,0,0,0,0,819,13%
35,apartment,2,1,28,2,yes,html/img/houses/35.JPG,"10 minutes from the center of Rennes, a furnished and refurbished apartment which consists of a bright living room with open furnished and equipped kitchen (hood, hob, microwave, washing machine) a bathroom with separate wc and a bedroom.",560,3,1,1,1,1,1,0,0,0,0,0,0,0,633,13%
101,apartment,2,1,28,2,yes,html/img/houses/101.JPG,"10 minutes from the center of Rennes, a furnished and refurbished apartment which consists of a bright living room with open furnished and equipped kitchen (hood, hob, microwave, washing machine) a bathroom with separate wc and a bedroom.",560,3,1,1,1,1,1,0,0,0,0,0,0,0,633,13%
93,apartment,2,1,41,3,yes,html/img/houses/93.JPG,"Apartment on the 3rd floor of a small collective, refurbished, with fitted kitchen, furnished bedroom, living room, shower room with wc and washing machine. Fully equipped kitchen with Nespresso, dishwasher, fridge/freezer, oven, microwave, crockery, kitchen utensils, frying pans, saucepans.",850,3,1,0,1,1,0,0,0,0,0,0,0,0,737,13%
47,studio,1,1,21,4,yes,html/img/houses/47.JPG,"'Student' residence, on the 4th floor, beautiful furnished type 1 apartment of 21.64mÂ² with neat decoration composed of an entrance, a living room with fitted kitchen opening onto a SOUTH-facing balcony , bathroom with wc. Individual covered parking- Collective heating- The residence has common areas: Laundry-Co Working with wifi connection-Relaxation area-Reading area-Common terrace-Wifi connection Free on 8/4",575,2,1,0,0,0,0,0,1,1,0,0,0,0,498,13%
142,apartment,3,1,70,1,yes,html/img/houses/142.JPG,"In the historic center, in a building overlooking a quiet courtyard, large 3-room apartment comprising a main room, 2 bedrooms, a hallway, a kitchen, a bathroom. ",735,3,1,1,0,0,1,0,0,0,0,0,1,0,835,14%
116,apartment,2,1,48,1,yes,html/img/houses/116.JPG,"We offer this large two-room apartment, consisting of a living room with balcony, a fitted kitchen and a bedroom with balcony. You also benefit from parking .",630,3,1,0,0,0,0,0,1,1,0,0,0,0,717,14%
14,apartment,1,1,57,-1,yes,html/img/houses/14.jpg,"It is offered for rent a modern apartment renovated, furnished and equipped, with 1 double and luxurious bedroom, and 1 bathroom very spacious.",700,3,1,0,1,1,0,0,0,0,0,0,0,0,797,14%
66,apartment,2,1,46,2,no,html/img/houses/66.JPG,"Residence located close to the shops of Gast. T2 apartment of 46mÂ² located on the second floor. It is composed of an entrance, a living room opening onto an equipped kitchen (sink, cupboards, hob, extractor, oven, microwave), an 11mÂ² loggia facing south, a bedroom with cupboard and a bathroom (shower, vanity unit and mirror). Individual gas heating.",590,3,0,0,1,0,1,0,0,0,0,0,0,0,507,14%
158,apartment,3,1,62,4,yes,html/img/houses/158.JPG,"In the heart of the historic center, in a character building, type 3 duplex apartment renovated with fitted and equipped kitchen, entrance, living room with kitchen, 2 bedrooms, bathroom, wc. ",985,3,1,0,1,1,0,0,0,0,0,0,1,0,846,14%
190,apartment,2,1,60,2,yes,html/img/houses/190.JPG,"It is offered for rent a modern apartment renovated, furnished and equipped, with 1 double and luxurious bedroom, and 1 very spacious bathroom.",750,3,1,0,1,1,0,0,0,0,0,0,0,0,857,14%
160,studio,1,1,23,1,no,html/img/houses/160.JPG,"In the heart of a shopping area, in a recent building, bright apartment with balcony and covered parking. Compend: an entrance with cupboard, a living room with kitchen area, a bathroom with wc. ",520,2,0,1,0,1,1,0,1,1,0,0,0,0,445,14%
174,studio,1,1,20,1,yes,html/img/houses/174.JPG,"Staying at Appart'City means rediscovering the comfort and well-being of home, plus the services! We offer fully equipped studios: kitchen area with fridge, hotplates, microwave, coffee maker/kettle and dishwasher; TV; Wireless; office and private bathroom. You will also find on-site hotel services and services that will make your life easier: breakfast, sale of snacks and drinks to take away, laundry, parking. ",600,2,1,0,1,0,0,0,0,1,0,0,0,0,512,15%
50,studio,1,0,9,2,yes,html/img/houses/50.JPG,"In a student residence near Pontchaillou, enjoy a 9mÂ² room on the 2nd floor with an unobstructed view of green spaces. Composed of numerous storage spaces, a water point and an office, you will have an ideal environment as a student. The toilets are on the landing with showers or a bathtub, as well as separate toilets. On each floor, common living space with a kitchen area (hob, oven, microwave), a common refrigerator consisting of private lockable mini-fridges and a dining area with tables and chairs. Relaxation area with sofas.",320,2,1,0,1,0,0,0,0,0,1,1,0,0,368,15%
149,studio,1,1,17,3,no,html/img/houses/149.JPG,"In a secure residence at the foot of the University of Beaulieu and the Chateaubriand high school, pleasant 18 mÂ² studio located on the 3rd and last floor, renovated, consisting of a main room with kitchenette area and shower room/WC. Heating, water and electricity in the charges. Quiet, green spaces. ",430,2,0,0,0,1,0,0,0,0,0,1,0,1,365,15%
68,apartment,4,1,77,0,no,html/img/houses/68.JPG,"Duplex apartment of 77mÂ² located on the ground floor of a recent residence. Kitchen open to living room, 3 bedrooms, bathroom and shower room, 2 WCs, wardrobe, private loggia at the entrance. The apartment is rented with a private parking space in the secure basement. Heating and hot water are included in the charges. Well located, the residence allows quick access to the Dargent bus stop (line 9, STAR network) and in the city center including on foot. Metro line B to come.",794,3,0,1,0,1,1,0,0,1,0,0,0,0,918,16%
37,apartment,3,1,67,6,no,html/img/houses/37.JPG,"The residence is located near the Hautes Ourmes park which offers an exceptional environment. The residence is located close to transport and shops. Three-room apartment with large terrace located on the sixth floor with elevator composed of an entrance opening onto a beautiful living room open to a fitted kitchen area (sink, sink cabinet, oven, induction hob, extractor and storage units top and bottom), two bedrooms, one with cupboard and the other with dressing room and a bathroom (shower, vanity unit and WC). Collective heating and hot water. A parking space in the basement completes this property.",750,3,0,1,0,0,1,0,0,1,0,1,0,0,882,18%
